retweet_origin_user_id,bias,retweet_origin_username,screen_name
879548970082721792,Right,Rising serpent 🇺🇸,rising_serpent
755835576,Left,Holly Figueroa O'Reilly 🌸,AynRandPaulRyan
4900058284,Left,Fernand R. Amandi,AmandiOnAir
580312540,Left,Amee Vanderpool,girlsreallyrule
9624742,Center,Department of State,StateDept
800570658929262592,Left,Florida Chris,chrislongview
2730264319,Center,Eric Matheny 🎙️,ericmmatheny
3003886063,Right,Skyleigh Heinen-Uhrich,Sky_Lee_1
168541923,Right,ACT For America,ACTforAmerica
22663306,Center,𝕞𝕖𝕝𝕚𝕤𝕤𝕒 🙈🙉🙊,my3monkees
2461810448,Left,Nancy Pelosi,TeamPelosi
780206406024691712,Left,Neal Katyal,neal_katyal
21829541,Right,NRA,NRA
138168339,Left,Victoria Brownworth,VABVOX
30540789,Left,🇺🇸 🍊 Antoine Tucker,montaga
1084375028,Right,Jason Miller,JasonMillerinDC
229141520,Right,Steve Cortes,CortesSteve
19422491,Left,Grant Stern ,grantstern
39279821,Left,Brian Klaas,brianklaas
18089606,Right,Kurt Schlichter,KurtSchlichter
212445456,Center,DrJackBrown 🌊,DrGJackBrown
2966770391,Left,"Pam Keith, Esq.",PamKeithFL
892219807,Left,Bradley Whitford,BradleyWhitford
1261816778256265222,Right,TONY™,TONYxTWO
2996253413,Right,Randy Quaid,RandyRRQuaid
17477864,Center,"Tomi T Ahonen Moved to Post, Spoutible & Mastodon",tomiahonen
298109087,Left,Johnny Verhovek,JTHVerhovek
878087280321335298,Right,Kaitlin Bennett,KaitMarieox
779742611628175360,Center,Holly Lee,LeeHolly81
305818748,Left,Keisha Lance Bottoms,KeishaBottoms
21733692,Left,Wajahat Ali,WajahatAli
751283435382067202,Left,Olga Lautman 🇺🇦,OlgaNYC1211
834081571493785600,Left,Preet Bharara,PreetBharara
1275285589818998786,Left,Jake Lobin,JakeLobin
130557513,Left,Mehdi Hasan,mehdirhasan
462104542,Right,Chuck Woolery,chuckwoolery
29442313,Left,Bernie Sanders,SenSanders
71294756,Center,Wolf Blitzer,wolfblitzer
195271137,Right,Larry Elder,larryelder
757832485,Right,Liz Harrington,realLizUSA
334715818,Right,Buck Sexton,BuckSexton
958555581198954497,Center,Bill Maxwell,Bill_Maxwell_
25816369,Right,Dr. David Samadi,drdavidsamadi
240454812,Right,General Mike Flynn,GenFlynn
18533219,Left,Karine Jean-Pierre,K_JeanPierre
264361128,Right,Liz Wheeler,Liz_Wheeler
823367015830323201,Right,Dan Scavino Jr. Archived,Scavino45
860654500431880192,Left,Thomas Kaine,thomaskaine5
260759782,Left,Doug Emhoff,DouglasEmhoff
2438831503,Right,Chanel Rion OAN,ChanelRion
21728303,Left,Keith Boykin,keithboykin
594175899,Left,Mikel Jollett,Mikel_Jollett
4710708974,Right,Christian Lamar,christianllamar
33235771,Left,Mia Farrow 🏳️‍🌈 🌻🇺🇦,MiaFarrow
248429222,Left,Elie Honig,eliehonig
130617778,Left,Keith Olbermann⌚️,KeithOlbermann
447200783,Center,G-ᵀᴴᴱOᴿᴵᴳᴵᴺᴬᴸ,G_TheOriginal
18822612,Right,Amy Kremer,AmyKremer
940430173517811714,Right,intheMatrixxx,intheMatrixxx
1072342620024815622,Center,LATAM FOR TRUMP🇺🇸,LATAMforTRUMP
16721452,Left,RiotWomenn,riotwomennn
113364160,Left,Jordan,JordanChariton
2223157392,Left,Norman Ornstein,NormOrnstein
1349154719386775552,Center,Jill Biden,FLOTUS
14344823,Right,Senate Republicans,SenateGOP
1148212967332204544,Left,Biden War Room (Text JOIN to 30330),BidenWarRoom
1201953403099893760,Right,Ronny Jackson,RonnyJacksonTX
33913156,Left,chris evans,notcapnamerica
14377605,Left,The Democrats,TheDemocrats
886398296146706432,Left,Fifty Shades of Whey,davenewworld_2
1094713876132872192,Left,Mystery Solvent,MysterySolvent
15433452,Center,Jennifer Jacobs,JenniferJJacobs
240760644,Right,"Rep. Paul Gosar, DDS",RepGosar
1141039176,Left,Sarah Mucha,sarahmucha
2863996955,Left,Richard W. Painter,RWPUSA
38284349,Right,Wayne Root - Wayne Allyn Root - TV & Radio Host,RealWayneRoot
949934436,Left,Tom Steyer,TomSteyer
160244947,Left,"Andrew C Laufer, Esq",lauferlaw
519897737,Right,Abigail Jackson 🇺🇸,abigailmarone
779476491092434944,Center,🇺🇸 Pismo 🇺🇸,Pismo_B
1109045045649424386,Center,Richard Signorelli 🌱🇺🇦 🌊 🇺🇸 🇨🇦,richsignorelli
72627916,Center,Carla Angola TV,carlaangola
4312282894,Right,👑 Mαχιмυs Knιgнт♞,Maximus_4EVR
793902637733146624,Center,Edan Clay 🇺🇸,EdanClay
3930472251,Center,Outspoken™️,Out5p0ken
21950364,Left,I Love You Maine.,StayWonked
36760987,Right,Ramnier,Ramnier
821784477076750338,Left,Dr. Jill Biden,DrBiden
1108556325640757250,Left,United for The People,people4kam
17027632,Left,Sandi Bachom 📹,sandibachom
164060400,Left,KID VICIOUS🔪,kirkacevedo
1083551928821448710,Right,John D,RedWingGrips
350822109,Right,E,ElijahSchaffer
4327127414,Left,Santiago Mayer,santiagomayer_
49698174,Right,Tom Elliott,tomselliott
1051396218,Center,Evan McMullin 🇺🇸,EvanMcMullin
45009355,Center,Governor Christine Todd Whitman,GovCTW
77413975,Left,Windsor Mann,WindsorMann
2501984838,Center,Molly Nagle,MollyNagle3
58579942,Right,Matt Gaetz,mattgaetz
74508260,Left,"Bill Pascrell, Jr. 🇺🇸🇺🇦",BillPascrell
239005322,Right,Caleb Hull,CalebJHull
926620369,Center,Ron Perlman,perlmutations
160010755,Left,John W. Dean,JohnWDean
29201047,Left,Senator Jeff Merkley,SenJeffMerkley
2301990517,Right,Robert Barnes,barnes_law
1167122751410384896,Left,Andrew Weissmann (weissmann11 on Threads)🌻,AWeissmann_
13393052,Left,ACLU,ACLU
23578274,Left,Kyle Cheney,kyledcheney
780546876391067648,Center,Jesse D Lifson,DoYouEvenLif
76543481,Right,Boris Epshteyn,BorisEP
38029205,Left,LeGate,williamlegate
233737858,Right,Senator Ron Johnson,SenRonJohnson
1079776144524754944,Right,Nikki Haley,NikkiHaley
1129095209772552192,Left,Team Joe,TeamJoe
179732982,Left,The Daily Edge,TheDailyEdge
2352629311,Right,Josh Hawley,HawleyMO
45676731,Right,Tim Murtaugh,TimMurtaugh
21268897,Left,Josh Marshall,joshtpm
1500129642,Right,Matt Walsh,MattWalshBlog
1915033663,Left,David Hogg 🟧,davidhogg111
3047722897,Right,Mike Lindell,realMikeLindell
21619519,Left,Joe Scarborough,JoeNBC
188793260,Left,Nina Turner,ninaturner
52136185,Left,Michael Cohen,MichaelCohen212
66213051,Left,Schooley,Rschooley
93069110,Left,Maggie Haberman,maggieNYT
19218053,Right,Jenn Pellegrino 🇺🇸,JennPellegrino
235784044,Center,Matt Hill,thematthill
21059255,Left,Ted Lieu,tedlieu
59862199,Left,Henry Djoutsa 🇨🇲🇺🇸 Supports🇺🇦,D_jeneration
19847765,Left,Sahil Kapur,sahilkapur
812361923304034304,Center,Peter Morley,morethanmySLE
46705002,Right,Chad Prather,WatchChad
898533348,Right,LiA,LibsInAmerica
132496568,Left,NY AG James,NewYorkStateAG
126722715,Left,Abby D. Phillip,abbydphillip
22703645,Right,Tucker Carlson,TuckerCarlson
372563164,Left,Randi Mayem Singer,rmayemsinger
24822993,Right,Tracy Beanz,tracybeanz
224320485,Center,Kelly O'Donnell,KellyO
41634520,Right,Sean Hannity 🇺🇸,seanhannity
1334300969266507782,Right,Bobby Piton,BobbyPiton3
822131894540083201,Left,Vanita Gupta,vanitaguptaCR
29458079,Right,Jeanine Pirro,JudgeJeanine
2400284491,Left,Rev. Dr. William J. Barber II,RevDrBarber
1221242033530195970,Left,Reverend Raphael Warnock,ReverendWarnock
828613457020870657,Right,Archive: Ben Carson,SecretaryCarson
391488297,Center,Deacon Blues,DeaconBlues0
397526755,Center,Aaron J. Carpenter🇺🇸,aaronjcarpenter
16635277,Left,Acyn,Acyn
2314055840,Left,Maya Harris,mayaharris_
926164634570067968,Left,"Mueller, She Wrote",MuellerSheWrote
820378690920058880,Left,Susan Rice,AmbassadorRice
1383272101,Left,Andy Slavitt 🇮🇱 🇺🇦,ASlavitt
1237612672373248000,Right,Murray 🇺🇸,Rothbard1776
1069422303816138752,Right,Femme🇺🇸,RealBasedMAGA
16606569,Left,Brett Meiselas,BMeiselas
143169070,Center,Carmine Sabia,CarmineSabia
850036892,Right,Project Veritas,Project_Veritas
605153786,Center,"Leana Wen, M.D.",DrLeanaWen
15985111,Left,emptywheel,emptywheel
61263431,Right,Cindy McCain,cindymccain
797127998164107264,Left,Okkie Tenggala,okkie48
21722318,Right,Will Chamberlain,willchamberlain
3060489838,Left,Kevin M. Kruse,KevinMKruse
1290696356194000896,Right,Art TakingBack 🇺🇸,ArtValley818_
2835451658,Right,Andy Ngô 🏳️‍🌈,MrAndyNgo
23970102,Right,Bill O'Reilly,BillOReilly
128372940,Right,Jair M. Bolsonaro,jairbolsonaro
364214133,Right,"Dr.SHIVA Ayyadurai, MIT PhD. Inventor of Email",va_shiva
2301527762,Right,Greg Rubini - Fauci Files - GregRubini.com,GregRubini
39469575,Center,Porter Anderson,Porter_Anderson
772958490356617216,Left,Protect Jack Smith ✊,DisavowTrump20
2880052887,Center,Ted,trom771
15937190,Right,Republican Party of Arizona,AZGOP
454513795,Center,𝕏NANCY𝕏,9NewsNancy
958408514807967751,Left,Tricia Flanagan (R-NJ),NewDayForNJ
1129029661,Left,Ed Markey,EdMarkey
47285504,Left,Mark Ruffalo,MarkRuffalo
997682274,Right,Bryan Dawson🇺🇸,BryanDawsonUSA
17454769,Right,Glenn Beck,glennbeck
4541535439,Left,jennycohn@toad.social ✍🏻 📢,jennycohn1
45399148,Left,Jennifer Epstein,jeneps
32626129,Right,Kaya Jones,KayaJones
138809881,Right,Matt Schlapp,mschlapp
24113137,Center,Morgan J. Freeman,mjfree
16076032,Center,Glenn Greenwald,ggreenwald
14709326,Left,Gravel Institute,GravelInstitute
321954654,Right,Kyle Becker,kylenabecker
757303975,Left,Chelsea Clinton,ChelseaClinton
63013144,Left,Sarah Reese Jones,PoliticusSarah
996094929733652481,Right,Congresswoman Debbie Lesko,RepDLesko
52048790,Right,Allan Dos Santos ,allanldsantos
818910970567344128,Right,Vice President Mike Pence Archived,VP45
317385247,Right,Mindy Robinson 🇺🇸,iheartmindy
26053643,Left,Jimmy Kimmel,jimmykimmel
771152516,Left,Ro Khanna,RoKhanna
833247762,Left,Joseph A. Bondy,josephabondy
246939630,Left,Shannon Watts,shannonrwatts
22956220,Right,Tammy Bruce,HeyTammyBruce
23022687,Right,Ted Cruz,tedcruz
29495695,Right,Kelly Loeffler,KLoeffler
2717961126,Right,Bo Erickson CBS,BoKnowsNews
328756439,Left,Southern Sister Resister - Wordsmith #IAmTheStorm,ResisterSis20
18227519,Left,Mika Brzezinski,morningmika
870429873621172226,Left,Scott Stedman (indefinite hiatus),ScottMStedman
47991586,Center,Garrett Haake,GarrettHaake
927604589909733376,Right,Drew Holden,DrewHolden360
734768872625188864,Left,Andrew Bates,AndrewBatesNC
23593446,Left,David Cicilline,davidcicilline
35218566,Right,Ari Fleischer,AriFleischer
208155240,Right,Maria Bartiromo,MariaBartiromo
11744152,Left,Yashar Ali 🐘,yashar
14839147,Right,🇺🇸 ERIC BOLLING 🇺🇸,ericbolling
60506242,Left,Adam Klasfeld,KlasfeldReports
2729615444,Left,Rep. Malcolm Kenyatta,malcolmkenyatta
245441097,Right,Joe Concha,JoeConchaTV
123327472,Left,Peter Baker,peterbakernyt
349115430,Left,TJ Ducklo,TDucklo
18464266,Left,Peter Daou,peterdaou
1333168873860984832,Left,Biden Inaugural Committee,BidenInaugural
15418628,Left,Matt McDermott,mattmfm
15745368,Right,Marco Rubio,marcorubio
19161570,Center,Jennifer Horn,NHJennifer
380268462,Left,Steve Vladeck,steve_vladeck
82447359,Right,Scott Baio,ScottBaio
2388042907,Right,Christina Bobb,christina_bobb
192538987,Center,Omar Bula Escobar,omarbula
14185317,Left,Jennifer Granholm,JenGranholm
233842454,Center,Justin Amash,justinamash
14362404,Left,Brad Heath,bradheath
2554131522,Right,Heshmat Alavi,HeshmatAlavi
21252618,Center,Jake Sherman,JakeSherman
2773918108,Right,Infidel Angela🇺🇸,InfidelAngela
7786612,Left,Randy Rainbow,RandyRainbow
16017475,Left,Nate Silver,NateSilver538
1130070541,Center,Ted Boutrous,BoutrousTed
17017636,Left,John Cusack,johncusack
16072058,Left,Mike Memoli,mikememoli
17579312,Left,Tony Schwartz,tonyschwartz
340613382,Center,YS,NYinLA2121
2852597261,Right,Julie Kelly 🇺🇸,julie_kelly2
309822757,Left,Ryan Struyk,ryanstruyk
813311743,Right,The Darkest Timeline Numbersmuncher,NumbersMuncher
2199541,Left,Helen Kennedy,HelenKennedy
7334402,Center,Al Franken,alfranken
752493806,Right,The TRUMP PAGE 🇺🇸,MichaelDeLauzon
385162111,Center,Brad Bo 🇺🇸,BradBeauregardJ
14230524,Left,Lady Gaga,ladygaga
89068115,Right,Erin Perrine,ErinMPerrine
1330274087218851852,Right,Phillip Kline,PhillDKline
1199522589573554176,Right,Karli 🇺🇸,KarluskaP
1249982359,Right,Leader McConnell,LeaderMcConnell
27000730,Center,Tim Pool,Timcast
14515799,Left,Brian Stelter,brianstelter
19268706,Right,S.E. Cupp,secupp
109579534,Right,Elise Stefanik,EliseStefanik
31037199,Center,Susan Glasser,sbg1
42518865,Center,Fred Wellman,FPWellman
367456494,Right,Ryann McEnany,RyannMcEnany
87761810,Left,Doug Mills,dougmillsnyt
893316758987128833,Left,Trinity,TrinityResists
14335586,Left,Public Citizen,Public_Citizen
14251225,Left,John Heilemann,jheil
20744708,Left,Jason Kander,JasonKander
216299334,Center,Piers Morgan,piersmorgan
24787367,Right,🇺🇸Lionel🇺🇸,LionelMedia
774407512598704128,Left,Mimi Rocah,Mimirocah1
807975026,Left,S.V. Dáte,svdate
4846658542,Right,Trump Fact news 🇺🇸,Trump_Fact_News
56561449,Right,Jesse Watters,JesseBWatters
34643610,Left,Eric Boehlert,EricBoehlert
31047836,Right,Michael Knowles,michaeljknowles
2434051392,Left,Symone D. Sanders Townsend,SymoneDSanders
54617733,Center,Be A King,BerniceKing
47747074,Left,Brian Schatz,brianschatz
14962779,Left,howardfineman,howardfineman
3836008983,Right,PlayTheTrumpCard ⚡️ Trump 2024,PlaysTrumpCard
162301746,Center,🇺🇸Lady De’Plorable🇺🇸,LadyRedWave
876091408704315392,Left,Madam Auntie VP Kamala Harris is THEE GOAT!,flywithkamala
170175828,Center,Jack_hikuma🇺🇸🇯🇵Los Angeles,jack_hikuma
46557945,Center,Steven Dennis,StevenTDennis
1102987848741998592,Right,Lauren Witzke,LaurenWitzkeDE
143104075,Left,Secular Talk🎙,KyleKulinski
19737700,Right,Joe Pags Pagliarulo,JoeTalkShow
4239551,Right,@amuse,amuse
15455253,Right,Ned Ryun,nedryun
242555999,Left,Sheldon Whitehouse,SenWhitehouse
68752979,Left,jordan,JordanUhl
815733290955112448,Center,Rep. Pramila Jayapal,RepJayapal
18501983,Center,Jake Schneider,jacobkschneider
14297863,Left,Scott Santens,scottsantens
23951440,Center,Brendan Gutenschwager,BGOnTheScene
24127811,Left,Michael Tracey,mtracey
279390084,Center,Anonymous,YourAnonNews
372536101,Left,Natasha Bertrand,NatashaBertrand
85131054,Center,Jeff Zeleny,jeffzeleny
15463671,Left,Sam Stein,samstein
16116288,Left,rolandsmartin,rolandsmartin
49031364,Left,Marshall Cohen,MarshallCohen
17006157,Left,Paul Krugman,paulkrugman
393469195,Right,Stephen L. Miller,redsteeze
1880725393,Left,Sunrise Movement 🌅,sunrisemvmt
21348880,Right,Tim Miller,Timodc
812135885328236551,Right,Ryan Saavedra,RealSaavedra
1204930164389556224,Center,Doni 🤓🏴🏴‍☠️,DoniTheDon_
16930125,Center,Ed O'Keefe,edokeefe
14895030,Right,Carpe Donktum🔹,CarpeDonktum
23318036,Left,Christopher Hale,chrisjollyhale
19149039,Right,David Shafer,DavidShafer
1068813997049344000,Center,🐅Mazi Emmanuel Ogbonna🐅 Stand With Nnamdi Kanu✊,MaziEmmaOgbonna
257332880,Center,Hermann Tertsch,hermanntertsch
1322678960,Left,The Good Liars,TheGoodLiars
16625082,Center,Ryan Nobles,ryanobles
1218623947434024960,Right,Black Voices For Trump 2024,BlackVoices4DJT
2329492448,Left,Olivia of Troye,OliviaTroye
55060090,Left,#TuckFrump,realTuckFrumper
4185877812,Left,Sacha Baron Cohen,SachaBaronCohen
1218076646546333696,Center,✿💙 ƗŞŁΔŇĐ🏝ǤƗŘŁ 💙✿ 🇵🇷,IslandGirlPRV
18664754,Center,Flightcrew 🇺🇸,flightcrew
57362322,Left,Jen Taub,jentaub
1881296893,Right,Patrick Byrne,PatrickByrne
4121225056,Right,Corey R. Lewandowski,CLewandowski_
15751676,Left,"Matt Negrin, HOST OF HARDBALL AT 7PM ON MSNBC",MattNegrin
1331107444416770048,Center,The Oval Pawffice® 🇺🇸 DOTUS Fans,TheOvalPawffice
42670638,Right,Mercedes Schlapp,mercedesschlapp
44177383,Left,Gabrielle Giffords,GabbyGiffords
454071012,Left,Jill Wine-Banks (now on Threads as jillwinebanks),JillWineBanks
80082384,Right,Robert Davi,RobertJohnDavi
339351467,Left,Stephanie Kennedy,WordswithSteph
198357693,Center,Kimberley Johnson,AuthorKimberley
800463336630403072,Right,D. Earl Stephens,EarlOfEnough
120180668,Center,Jeff Mason,jeffmason1
466864852,Right,Bo Snerdley,BoSnerdley
16056306,Right,Jeff Flake,JeffFlake
407396556,Center,Jeremy Diamond,JDiamond1
1087073882220064768,Center,Phil Arballo,PhilArballo
48459553,Right,Katie Pavlich,KatiePavlich
807176238,Center,Hanna Trudo,HCTrudo
20776147,Right,Sean Spicer,seanspicer
1005846500583321601,Center,Alexander S. Vindman ❎,AVindman
15075999,Right,Hugh Hewitt,hughhewitt
25694156,Left,John Iadarola,johniadarola
1330457336,Left,Bill Clinton,BillClinton
755886754180243456,Left,Carl Bernstein,carlbernstein
816201896,Left,Naomi Biden,NaomiBiden
932758909173026818,Right,Glenn - Ultra Woke,14Truth14
43775786,Center,Dave Portnoy,stoolpresidente
896466491587080194,Right,Greg Price,greg_price11
37575922,Center,Courtney Holland 🇺🇸,hollandcourtney
222481411,Left,American Bridge 21st Century,American_Bridge
45033456,Right,Kristy Swanson,KristySwansonXO
1151659552057823232,Center,𝐁𝐫𝐮𝐧𝐨𝐋𝐏𝟑𝟎 ʟɪʙʀᴇ ᴘᴀʀᴏʟᴇ ⚜️🇫🇷,brunolp30
20764031,Left,Greg Olear,gregolear
12354832,Center,Kasie Hunt,kasie
1155192538535550976,Right,Jeff Sites for Congress,Sites4Congress
2998864022,Center,EssenViews,essenviews
772934961766608897,Right,Natalie Harp,NatalieJHarp
940368062,Right,Red Nation Rising,RedNationRising
1082078521659482114,Center,Lev Parnas,levparnas
219429281,Right,Adam Kinzinger,RepKinzinger
246357149,Left,House Judiciary Dems,HouseJudiciary
4696552878,Left,Cori Bush,CoriBush
15740776,Left,E. Jean Carroll,ejeancarroll
219141142,Left,Sawyer Hackett,SawyerHackett
926601,Center,Garrett M. Graff,vermontgmg
1171109054,Left,Ryan Goodman,rgoodlaw
718495181914316801,Left,Chadwick Boseman,chadwickboseman
18379614,Right,Dave Rubin,RubinReport
232268199,Left,Archive: Governor Andrew Cuomo,NYGovCuomo
165039823,Right,Rich Baris The People's Pundit,Peoples_Pundit
39334221,Right,Pastor Mark Burns,pastormarkburns
2573480784,Left,Malcolm Nance,MalcolmNance
862493306382626818,Right,Kyle Kashuv,KyleKashuv
343041182,Right,Tom Cotton,TomCottonAR
1022693675250249729,Right,Drew Hernandez,DrewHLive
749686190,Center,Jenn Franco KESQ,jennfranconews
1067968702400876544,Center,Steve Herzfeld 🌊,american2084
15537302,Left,Taniel,Taniel
2949261587,Left,Pastor Ben,BenjaminPDixon
125453969,Left,Neera Tanden🌻,neeratanden
941754604118831105,Center,Scott Huffman,HuffmanForNC
62591681,Left,Edward Norton 🌻🇺🇦,EdwardNorton
21212087,Left,Olivia Nuzzi,Olivianuzzi
562255311,Right,Larry Schweikart,LarrySchweikart
872460123125448704,Center,Elizabeth de la Vega,Delavegalaw
429531188,Left,Teri Kanefield,Teri_Kanefield
2874102076,Right,Ashley St. Clair,stclairashley
22429979,Left,southpaw,nycsouthpaw
2808653356,Center,Nikola,niktaylorde
30808826,Left,.,MarisaKabas
2896151700,Center,Liz #GoodTrouble,bamableu
349803020,Center,Bill Madden,maddenifico
409486555,Left,Michelle Obama,MichelleObama
1093774442264707072,Center,Vincent Kennedy,VincentCrypt46
524024759,Center,Bruno Amato,BrunoAmato_1
21313053,Center,Larry Sabato,LarrySabato
47475039,Left,Sarah Kendzior,sarahkendzior
860555190,Left,Nicolle Wallace,NicolleDWallace
1111940934,Left,David Plouffe,davidplouffe
41704988,Center,Kevin Liptak,Kevinliptakcnn
331020289,Left,Jess,jessiprincey
25101996,Right,Kimberly Guilfoyle,kimguilfoyle
19914257,Left,Matt Viser,mviser
982675379319132160,Center,Undercover Huber,JohnWHuber
64483444,Left,John Kruzel,johnkruzel
822462665910063105,Right,AGNEWSLIVE,AMErikaNGIRLLL
35586563,Left,Jemele Hill,jemelehill
19017675,Right,Nigel Farage,Nigel_Farage
352548417,Left,Paul Begala,PaulBegala
138182116,Right,Trish Regan,trish_regan
17060573,Right,Comfortably Smug,ComfortablySmug
3497941,Left,Oliver Willis,owillis
47739450,Right,Byron York,ByronYork
14246088,Left,Jacob Soboroff,jacobsoboroff
24295482,Right,David Webb,davidwebbshow
37841185,Right,Alyssa Farah Griffin,Alyssafarah
65159946,Right,John Basham,JohnBasham
31013444,Left,Ayanna Pressley,AyannaPressley
3622368202,Left,John Fetterman,JohnFetterman
822591807821381635,Left,Billie J. Winner-Davis,bjwinnerdavis
868673067223887872,Center,Badd Company,BaddCompani
13524182,Left,David Weigel,daveweigel
97474887,Left,Jonathan Capehart,CapehartJ
15554922,Left,CAP Action,CAPAction
16187637,Center,Chad Pergram,ChadPergram
1153042794375712770,Right,Patrick Howley,HowleyReporter
3671138595,Left,Chasten Glezman Buttigieg,Chasten
394101339,Left,Gary Grumbach,GaryGrumbach
398088661,Left,Matt Fuller,MEPFuller
15760637,Center,Ibrahim,ialhusseini
50669520,Left,Dr. Jason Johnson,DrJasonJohnson
324236072,Right,Malik Obama,ObamaMalik
939190598497644544,Right,Judd Deere 45 Archived,JuddPDeere45
170699708,Left,Weijia Jiang,weijia
2598999181,Left,Roshan Rinaldi,Roshan_Rinaldi
20742461,Left,Tim O'Brien,TimOBrien
246871490,Right,Marc Lotter,marc_lotter
1081674923355983872,Right,"ROBERT  🇺🇸📷🕠 BUILDER, 🏛️ TEAM TRUMP MR NOBODY",Robertl01464344
193441812,Left,Pramila Jayapal,PramilaJayapal
826226272418283520,Left,Adam Cohen Lawyers for Good Government #DemCast,axidentaliberal
3063933906,Right,David D. Chapman,davidchapman141
479724576,Left,Walker Bragman moved to Threads and BlueSky,WalkerBragman
580224794,Right,Travis Allen,TravisAllen02
816131319033950208,Right,Jim Banks,RepJimBanks
21536398,Right,Gregg Jarrett,GreggJarrett
759481842814726144,Left,Renato Mariotti,renato_mariotti
506172313,Center,Al Schmidt,Commish_Schmidt
1344356576786866176,Right,Rep. Marjorie Taylor Greene🇺🇸,RepMTG
764187379,Left,Rachel Bitecofer 🗽💡🔭🦆,RachelBitecofer
91386979,Center,Peter Alexander,PeterAlexander
31127446,Center,Mark Knoller,markknoller
286998245,Left,philip lewis,Phil_Lewis_
1222232085508820993,Right,Green Card Backlog Coalition,GCBCoalition
1244795359097958401,Left,TG ☕️,TG22110
1080477288955826176,Right,Rep. Mark Green,RepMarkGreen
749662181579485184,Right,Lacy Johnson,LacyJohnsonMN
820808196956655616,Center,🪓ELROD,RealDealAxelrod
73754019,Left,Jaime Harrison,harrisonjaime
718187712,Right,Francis Brennan,FrancisBrennan
19400611,Right,Charles V Payne,cvpayne
110542860,Right,Rob Smith,robsmithonline
3939294374,Center,oregon4TRUMP,shawgerald4
6742412,Right,Jenny Beth Martin,jennybethm
1131917492,Right,House Judiciary GOP,JudiciaryGOP
852307656672813056,Center,Tyler Gordon,tygordonsworld
22660806,Center,Kevin Cate,KevinCate
94784682,Right,Jonathan Turley,JonathanTurley
74457733,Right,Deepak Chaurasia,DChaurasia2312
817787882395955200,Left,Harry Litman,harrylitman
116362700,Right,Lil Wayne WEEZY F,LilTunechi
222196210,Right,National Fraternal Order of Police (FOP),GLFOP
125740073,Right,J. Hogan Gidley,JHoganGidley
196168350,Right,Ann Coulter,AnnCoulter
1271497757455499264,Center,Eixo Político,eixopolitico
1006577189012299776,Right,Catalina Lauf,CatalinaLauf
972201044838092800,Left,Terry Bouton,TerryBoutonHist
121532017,Center,Dr. Stella Immanuel MD,stella_immanuel
1139607716941500417,Left,Sara Gideon,SaraGideon
170641465,Center,Chuck Rocha,ChuckRocha
16193763,Right,Jason Rantz on KTTH Radio,jasonrantz
384910109,Right,Kimberley Strassel,KimStrassel
816869611480186880,Left,Pod Save America,PodSaveAmerica
15976697,Right,Michelle Malkin,michellemalkin
66636747,Left,Ja'Mal Green,JaymalGreen
47813521,Center,Javad Zarif,JZarif
20118080,Center,Brendan Keefe - Atlanta News First,BrendanKeefe
40604613,Right,Curtis Houck,CurtisHouck
118672200,Center,Martyn McLaughlin,MartynMcL
129571843,Right,Kyle Morris,RealKyleMorris
1052225335318712320,Right,Ann Vandersteel,annvandersteel
466519303,Left,John Nichols,NicholsUprising
204832963,Center,God,TheTweetOfGod
38936142,Left,Josh Dawsey,jdawsey1
536904693,Left,"Stephanie ""LB"" 🟧",LincolnsBible
18622869,Left,Ezra Klein,ezraklein
2566363472,Left,"Christopher, Esq. 🇺🇸🇺🇦",ChrisAlbertoLaw
792096589191852033,Right,Jeff Carlson,themarketswork
241204643,Left,MichaelRapaport,MichaelRapaport
351875695,Left,Jena Griswold,JenaGriswold
3129968261,Center,Timothy Snyder,TimothyDSnyder
55948054,Left,Matthew Miller,matthewamiller
43919633,Right,Brian Kilmeade,kilmeade
201066140,Right,Harmeet K. Dhillon,pnjaban
399178595,Left,Christopher Webb,cwebbonline
33750798,Right,Scott Walker,ScottWalker
55376380,Left,Matthew Gertz,MattGertz
1543986138,Left,Stuart Stevens,stuartpstevens
184860130,Center,Tim Alberta,TimAlberta
115564212,Left,Edward-Isaac Dovere,IsaacDovere
164554364,Left,HawaiiDelilah™ 🟦 🇺🇸🇺🇦✡️,HawaiiDelilah
26900055,Right,Dr. Marty Fox 🇺🇸,DrMartyFox
535643852,Right,Jordan Schachtel @ dossier.today,JordanSchachtel
102594136,Left,Ben Collins,oneunderscore__
17919393,Center,Steve Herman,W7VOA
476193064,Left,Bill de Blasio,BilldeBlasio
205302299,Left,kerry washington,kerrywashington
886595855691784195,Center,Adedokun,Doks_Art
389532043,Center,KevinlyFather 🇺🇲🇨🇦🇲🇼🇸🇿,KevinlyFather
1197579807166324736,Right,PollWatch,PollWatch2020
1934388686,Center,Shefali Vaidya. 🇮🇳,ShefVaidya
237299871,Right,Mo Brooks,RepMoBrooks
289118612,Center,Tomthunkit™,TomthunkitsMind
259725229,Center,Vala Afshar,ValaAfshar
716432228,Left,StanceGrounded,_SJPeace_
461697741,Left,Chris Lu,ChrisLu44
2916305152,Center,Edward Snowden,Snowden
60783724,Center,ian bremmer,ianbremmer
104914594,Center,Phil Mattingly,Phil_Mattingly
75541946,Right,Lara Trump,LaraLeaTrump
266894776,Right,A.J. Delgado,AJDelgado13
248884036,Left,Ronald Klain,RonaldKlain
